well_id,r,c,sp,q
0,12,21,0,0.014568706254569633
0,12,21,1,0.014083900909118666
0,12,21,2,0.0073215154038011555
0,12,21,3,0.01833297745329528
0,12,21,4,0.009769474738624946
0,12,21,5,0.007274031385002706
0,12,21,6,0.008015826366910266
0,12,21,7,0.01654713107379149
0,12,21,8,0.01834148033489659
0,12,21,9,0.011895022850389434
1,23,14,0,0.005979569424254474
1,23,14,1,0.005314733165087498
1,23,14,2,0.00999037424990952
1,23,14,3,0.007364852948083044
1,23,14,4,0.015061430828014106
1,23,14,5,0.009437484419628963
1,23,14,6,0.01606098426822188
1,23,14,7,0.009724136007470779
1,23,14,8,0.015877882272987955
1,23,14,9,0.016948503987974334
2,33,9,0,0.007309992625084487
2,33,9,1,0.009039092194009599
2,33,9,2,0.013929528095629352
2,33,9,3,0.010050258499722749
2,33,9,4,0.018946277252359527
2,33,9,5,0.015194197380579949
2,33,9,6,0.012488561818796401
2,33,9,7,0.010103661732903828
2,33,9,8,0.01967312541135637
2,33,9,9,0.010671647098506069
3,33,28,0,0.005756294909722667
3,33,28,1,0.01919700852814899
3,33,28,2,0.013215345871400889
3,33,28,3,0.014848544616262734
3,33,28,4,0.01008708712377717
3,33,28,5,0.00786562249158185
3,33,28,6,0.015547886291552158
3,33,28,7,0.00968625934934136
3,33,28,8,0.016830680993666674
3,33,28,9,0.017686833077632923
4,40,39,0,0.013786979041094494
4,40,39,1,0.013211724286398583
4,40,39,2,0.014639307057921956
4,40,39,3,0.009688734692516396
4,40,39,4,0.013544849984223551
4,40,39,5,0.014993557173152292
4,40,39,6,0.013998659868367729
4,40,39,7,0.005393000565528128
4,40,39,8,0.01789925547117726
4,40,39,9,0.0082907270891675
5,11,26,0,0.007451277269389555
5,11,26,1,0.009517388167016649
5,11,26,2,0.01061104063910253
5,11,26,3,0.009391023025738538
5,11,26,4,0.013418402190750637
5,11,26,5,0.019265582593801418
5,11,26,6,0.018305510547772002
5,11,26,7,0.008758530587420838
5,11,26,8,0.011537852654376134
5,11,26,9,0.006773008294660383
6,18,7,0,0.006195958107335793
6,18,7,1,0.010427133371968288
6,18,7,2,0.006073726615628831
6,18,7,3,0.015034917708710564
6,18,7,4,0.010738513651548483
6,18,7,5,0.016251743441769176
6,18,7,6,0.008988983419616698
6,18,7,7,0.01866845209844669
6,18,7,8,0.012731627187787566
6,18,7,9,0.012551390705255424
7,38,20,0,0.019566510070253305
7,38,20,1,0.009079492958660677
7,38,20,2,0.011329282629178827
7,38,20,3,0.01162491769630487
7,38,20,4,0.013373725761318605
7,38,20,5,0.01605742531373835
7,38,20,6,0.014841928513588298
7,38,20,7,0.01906098886488535
7,38,20,8,0.009225562042331357
7,38,20,9,0.008396891659896648
8,39,24,0,0.006335975502140943
8,39,24,1,0.012194776999128285
8,39,24,2,0.019944179206884304
8,39,24,3,0.01226378271045999
8,39,24,4,0.006715254975421707
8,39,24,5,0.012083790850726316
8,39,24,6,0.017551898629102444
8,39,24,7,0.01057702925907131
8,39,24,8,0.014183419897101451
8,39,24,9,0.017565581732500137
9,35,43,0,0.009891124881729454
9,35,43,1,0.011420827964035901
9,35,43,2,0.008774532255932024
9,35,43,3,0.015397426943889826
9,35,43,4,0.015629333921682368
9,35,43,5,0.006361865004833863
9,35,43,6,0.009561687818713128
9,35,43,7,0.017994497587029663
9,35,43,8,0.011666285143161242
9,35,43,9,0.008731527158094225
