real_name,well_1__r,well_2__r
gen=0_member=0,0.75288029847554638341,275.66795535705449538
gen=0_member=1,0.10195958542196395524,6.570566972079319612
gen=0_member=2,3.5614212358186252416,0.41643957033215356356
gen=0_member=3,113.1395332183349467,10614.223025581142792
gen=0_member=4,0.6038559182027475325,2814.4974101450879971
gen=0_member=5,5002.286228207156455,6.7383016891393223702
gen=0_member=6,6572.7804509116749614,127.42830547191340429
gen=0_member=7,1455.6102030220381494,23541.514285638721049
gen=0_member=8,5.5853623847792883694,19800.724403410815285
gen=0_member=9,84141.331919693417149,5775.5575910037650829
gen=0_member=10,1830.1513571707571373,0.18480574283437672944
gen=0_member=11,21.920743857342628758,386.14518413183213852
gen=0_member=12,18.433159843543926115,0.75270030736051074527
gen=0_member=13,0.12287677789859778599,502.68625807382346693
gen=0_member=14,31782.071242024925596,25.232978238496709622
gen=0_member=15,42.283452749933793768,298.53084052701564133
gen=0_member=16,0.10652055213744385243,570.22989353623654551
gen=0_member=17,0.16627777499223173052,0.48853246476772671514
gen=0_member=18,26.645098368704445591,26.244344190654633309
gen=0_member=19,352.55692604659418521,615.03238920595140371
gen=0_member=20,51.709310909920155552,9522.2295251023388118
gen=0_member=21,0.62115549131184233378,306.95436038038610604
gen=0_member=22,0.54152458292661942441,7696.0554190712346099
gen=0_member=23,0.12123843446868162732,0.48405545550355583151
gen=0_member=24,11.632379115008168569,1.145851575999851546
gen=0_member=25,84.033211339226411951,24.337238671904724896
gen=0_member=26,2.6286513045649018139,0.37435864649879768695
gen=0_member=27,1186.5692708489377765,1.2799171813349736748
gen=0_member=28,26072.365378299236909,5469.152224583053794
gen=0_member=29,253.07300750857226035,1674.1868422216516592
gen=0_member=30,0.24359938139976455851,12.009000937845391022
gen=0_member=31,338.24338850943962598,7745.8850428309397103
gen=0_member=32,2.972436977440952699,1.0976129964222827162
gen=0_member=33,0.76406808653418467614,41517.548721882238169
gen=0_member=34,39.406228100903803124,80.386893922491623243
gen=0_member=35,37.139630891151576009,7.5277364237196211505
gen=0_member=36,95.11413951210757034,70.493200905711802307
gen=0_member=37,0.56210502443156995511,0.73814414214520607249
gen=0_member=38,0.45445161034124154087,10253.676085025395878
gen=0_member=39,159.34362097654212675,211.37620959502763185
gen=0_member=40,7.2091864471125113312,8.2806898543868410201
gen=0_member=41,1.1609104590012750968,37256.741986329929205
gen=0_member=42,8351.9770761617619428,0.559405013493678549
gen=0_member=43,2224.3169230396611056,28260.72054771695548
gen=0_member=44,21.772881715188347584,25705.504160353139014
gen=0_member=45,118.89998898253485038,13000.976125280354609
gen=0_member=46,322.01787855883776501,4560.6207532312755575
gen=0_member=47,1.624701169788484334,2293.3769134579042657
gen=0_member=48,4.7825748269203289809,579.11731218636725771
gen=0_member=49,130.52023066258919926,9.1441863904555145126
gen=0_member=50,176.02124878677898323,417.0649517715625052
gen=0_member=51,706.61857258660529624,1.8756193610331877153
gen=0_member=52,0.2531268417018253114,63.713498221568762858
gen=0_member=53,44594.246705119832768,4.159054490549045191
gen=0_member=54,2762.0614084115436526,0.51539899171468728234
gen=0_member=55,0.22489286593159235617,17.907976387298575105
gen=0_member=56,4.1698789062231202962,983.63916982913110587
gen=0_member=57,7866.5469190955855083,45.71437515178369182
gen=0_member=58,2277.7395060262679181,38.079810732506921056
gen=0_member=59,3162.8306186648442235,904.58449971170603021
gen=0_member=60,1491.7226591618305065,0.15976790301202459244
gen=0_member=61,4.2752551368815039368,150.15461068622843754
gen=0_member=62,0.47614033828830665263,15904.081934591669778
gen=0_member=63,7.4229539978247629506,6.9433963138986021235
gen=0_member=64,8.9685008133665462537,5920.7452886048968139
gen=0_member=65,4213.5605229661459816,0.54982060981849412151
gen=0_member=66,11281.322945315425386,80328.85342211657553
gen=0_member=67,38113.990457539286581,87229.784471835417207
gen=0_member=68,14.016759233057102918,647.73833688873935444
gen=0_member=69,60575.032187842371059,646.01306470471024568
gen=0_member=70,2.0223024202077253264,48174.961293030864908
gen=0_member=71,0.68786479617126305985,1.0456607307978911248
gen=0_member=72,7.1150507590911171718,7.3382560778192145179
gen=0_member=73,0.26132535337190093694,275.37451490533834431
gen=0_member=74,96167.872867708952981,3.1628561346473822447
gen=0_member=75,5321.9340460038820311,15.905225720720528315
gen=0_member=76,6135.3426731015115365,921.84219709606713877
gen=0_member=77,16.469096653698720445,47.19682323945647795
gen=0_member=78,98.415970038912902851,184.27740288317755812
gen=0_member=79,8.1354725658298701063,0.13061257544812196474
gen=0_member=80,29351.805968277403736,35854.875655446536257
gen=0_member=81,20.104926540685557512,51031.536403515659913
gen=0_member=82,7.1105086761154554509,23.028410309082566698
gen=0_member=83,64187.309810763632413,15986.550368144831737
gen=0_member=84,1136.8614346362801371,1755.1511142030515202
gen=0_member=85,22673.719153996287787,2101.3866127050987416
gen=0_member=86,376.08787923122366692,0.66638151472776163686
gen=0_member=87,0.26149422531405319692,15071.152077854239906
gen=0_member=88,0.64826948394993966218,0.27305535015208959315
gen=0_member=89,4.2658474988317856003,2.5884042473780199956
gen=0_member=90,14.57128978013232512,66138.771231030623312
gen=0_member=91,59801.729251544551516,295.09885696955689127
gen=0_member=92,0.50639982003297945301,2576.5814255510344992
gen=0_member=93,3.7863358535522011472,11.463365914891246788
gen=0_member=94,2.64886497956226874,44550.911473970874795
gen=0_member=95,2.1925642912818861241,31239.464595909776108
gen=0_member=96,2.7371652123922132205,0.5152303508668002463
gen=0_member=97,1.6002432574178440117,2519.1580073885925231
gen=0_member=98,40.152538111331246284,5900.0564417797095302
gen=0_member=99,0.22672473208636420572,258.55919588212407234
