well_id,r,c,sp,q
0,22,11,0,2.8834404740269757
1,9,40,0,343.73303812416026
2,17,43,0,4.9426006936641966e-05
3,43,23,0,540.13241
4,33,31,0,315.151243
5,26,22,0,0.030601264594703928
6,37,37,0,120.96188202099977
7,32,8,0,0.0013006386229331346
8,9,28,0,527.16547
9,31,38,0,0.11514943074664477
0,22,11,1,0.2993775646735783
1,9,40,1,0.0005132160895759891
2,17,43,1,4.004721985163068
3,43,23,1,371.5876585
4,33,31,1,26.70890398851957
5,26,22,1,0.05411999128003577
6,37,37,1,137.56647483996193
7,32,8,1,4.971986888160872
8,9,28,1,0.24011867872451673
9,31,38,1,0.20195883343912116
0,22,11,2,43.60165785653218
1,9,40,2,0.7583832589108422
2,17,43,2,8.452141068107402
3,43,23,2,623.946635
4,33,31,2,1.530625670394205
5,26,22,2,4.357362353552805
6,37,37,2,0.3992277847396603
7,32,8,2,0.110276590478893
8,9,28,2,326.24940050000004
9,31,38,2,0.14209722704891176
0,22,11,3,0.06607049807650876
1,9,40,3,386.33810800000003
2,17,43,3,0.005350070063201872
3,43,23,3,1.5551645459846062
4,33,31,3,11.208207360221731
5,26,22,3,444.7847465
6,37,37,3,252.98137448983678
7,32,8,3,487.6717235
8,9,28,3,0.0014358544471272216
9,31,38,3,10.151749455983365
0,22,11,4,2.2549378652441585
1,9,40,4,595.05471
2,17,43,4,5.607671814998012e-05
3,43,23,4,58.80861712374515
4,33,31,4,1.3140974454099228
5,26,22,4,279.7195595
6,37,37,4,0.028880768856418448
7,32,8,4,0.007169180769926042
8,9,28,4,0.7016926143140658
9,31,38,4,0.06663158837441761
0,22,11,5,0.13855897343863166
1,9,40,5,0.0003591734546948712
2,17,43,5,0.04716295174853818
3,43,23,5,0.329980844364177
4,33,31,5,0.045665273346078415
5,26,22,5,0.00011429955742297168
6,37,37,5,0.011286303605741177
7,32,8,5,0.159842199869887
8,9,28,5,610.059735
9,31,38,5,2.069574825900736
0,22,11,6,0.08070589206403415
1,9,40,6,0.17330905078311332
2,17,43,6,7.873061291492355e-05
3,43,23,6,0.00884952235842712
4,33,31,6,0.1609208339821198
5,26,22,6,154.6345427293428
6,37,37,6,24.99903853706779
7,32,8,6,0.008000981026850483
8,9,28,6,303.06278599999996
9,31,38,6,0.06527189648597226
0,22,11,7,47.655065330056374
1,9,40,7,2.478446862421076e-05
2,17,43,7,5.821816786073049
3,43,23,7,0.0093410336319833
4,33,31,7,267.6901580435456
5,26,22,7,0.0034983512117977215
6,37,37,7,1.3825196242239624
7,32,8,7,1.2062889968117827
8,9,28,7,1.808172565640703
9,31,38,7,0.012490107366071548
0,22,11,8,0.01898381674490689
1,9,40,8,0.046932551193304216
2,17,43,8,1.2053543747076672
3,43,23,8,253.348917
4,33,31,8,0.6811897317586995
5,26,22,8,735.57675
6,37,37,8,2.034228399414672
7,32,8,8,164.49690907098136
8,9,28,8,0.3524629460059805
9,31,38,8,0.24121088386681425
0,22,11,9,322.1552003371787
1,9,40,9,1.7157359253937423
2,17,43,9,0.003140921654713273
3,43,23,9,448.07154199999997
4,33,31,9,0.3043693014767705
5,26,22,9,1.2297845466024278
6,37,37,9,0.11208568968083278
7,32,8,9,2.694231674369153
8,9,28,9,0.02897963570748866
9,31,38,9,0.042430557664170955
