,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
0,22,11,0,"(22, 11, 0)",r:22_c:11_sp:0,p_inst:0,1.0,4.46852734235669822468678749616266543398523936048150062561e-06
1,9,40,0,"(9, 40, 0)",r:9_c:40_sp:0,p_inst:0,1.0,0.07739109654996759180001220101985381916165351867675781250000
2,17,43,0,"(17, 43, 0)",r:17_c:43_sp:0,p_inst:0,1.0,1.903407044895994104649616929236799478530883789062500000000000
3,43,23,0,"(43, 23, 0)",r:43_c:23_sp:0,p_inst:0,1.0,0.165122958201690983592868633422767743468284606933593750000000
4,33,31,0,"(33, 31, 0)",r:33_c:31_sp:0,p_inst:0,1.0,2.34732765628146164763045966594745550537481904029846191406e-03
5,26,22,0,"(26, 22, 0)",r:26_c:22_sp:0,p_inst:0,1.0,0.122360165410432680799246440983552020043134689331054687500000
6,37,37,0,"(37, 37, 0)",r:37_c:37_sp:0,p_inst:0,1.0,8.15046653732888395221811705937398073729127645492553710938e-04
7,32,8,0,"(32, 8, 0)",r:32_c:8_sp:0,p_inst:0,1.0,0.19698622299212550923463993512996239587664604187011718750000
8,9,28,0,"(9, 28, 0)",r:9_c:28_sp:0,p_inst:0,1.0,17.2062025174062611654335341881960630416870117187500000000000
9,31,38,0,"(31, 38, 0)",r:31_c:38_sp:0,p_inst:0,1.0,22.97045178201861403977090958505868911743164062500000000000000
10,22,11,1,"(22, 11, 1)",r:22_c:11_sp:1,p_inst:0,1.0,9.99999999999999954748111825886258685613938723690807819366e-07
11,9,40,1,"(9, 40, 1)",r:9_c:40_sp:1,p_inst:0,1.0,9.5109375845750035449732706638314994052052497863769531250e-03
12,17,43,1,"(17, 43, 1)",r:17_c:43_sp:1,p_inst:0,1.0,7.325927667658770126024592173052951693534851074218750000000000
13,43,23,1,"(43, 23, 1)",r:43_c:23_sp:1,p_inst:0,1.0,16.20097470381029935992955870460718870162963867187500000000000
14,33,31,1,"(33, 31, 1)",r:33_c:31_sp:1,p_inst:0,1.0,79.30410950032195671610679710283875465393066406250000000000000
15,26,22,1,"(26, 22, 1)",r:26_c:22_sp:1,p_inst:0,1.0,54.98164290192423209191474597901105880737304687500000000000000
16,37,37,1,"(37, 37, 1)",r:37_c:37_sp:1,p_inst:0,1.0,0.164225798346931933791026381186384242027997970581054687500000
17,32,8,1,"(32, 8, 1)",r:32_c:8_sp:1,p_inst:0,1.0,1.07607704625262967645937806082656607031822204589843750000000
18,9,28,1,"(9, 28, 1)",r:9_c:28_sp:1,p_inst:0,1.0,0.04240624970290615691759228411683579906821250915527343750000
19,31,38,1,"(31, 38, 1)",r:31_c:38_sp:1,p_inst:0,1.0,6.44573936655742831675075521502549236174672842025756835938e-03
20,22,11,2,"(22, 11, 2)",r:22_c:11_sp:2,p_inst:0,1.0,43.14522775832620027358643710613250732421875000000000000000000
21,9,40,2,"(9, 40, 2)",r:9_c:40_sp:2,p_inst:0,1.0,16.3877603387917787358674104325473308563232421875000000000000
22,17,43,2,"(17, 43, 2)",r:17_c:43_sp:2,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
23,43,23,2,"(43, 23, 2)",r:43_c:23_sp:2,p_inst:0,1.0,42.47931917703636628402819042094051837921142578125000000000000
24,33,31,2,"(33, 31, 2)",r:33_c:31_sp:2,p_inst:0,1.0,0.358274942922130135158909070014487951993942260742187500000000
25,26,22,2,"(26, 22, 2)",r:26_c:22_sp:2,p_inst:0,1.0,32.66237238887178762070107040926814079284667968750000000000000
26,37,37,2,"(37, 37, 2)",r:37_c:37_sp:2,p_inst:0,1.0,3.663390965434325519112235269858501851558685302734375000000000
27,32,8,2,"(32, 8, 2)",r:32_c:8_sp:2,p_inst:0,1.0,5.9432983444992672911189046658364532049745321273803710938e-03
28,9,28,2,"(9, 28, 2)",r:9_c:28_sp:2,p_inst:0,1.0,2.8930526492201944378096500898323029105085879564285278320e-04
29,31,38,2,"(31, 38, 2)",r:31_c:38_sp:2,p_inst:0,1.0,2.335684827672599883641169071779586374759674072265625000000000
30,22,11,3,"(22, 11, 3)",r:22_c:11_sp:3,p_inst:0,1.0,1.227855030581563644531684076355304569005966186523437500000000
31,9,40,3,"(9, 40, 3)",r:9_c:40_sp:3,p_inst:0,1.0,3.7874762555006082076491935595186077989637851715087890625e-03
32,17,43,3,"(17, 43, 3)",r:17_c:43_sp:3,p_inst:0,1.0,0.013794392832113705135710368665513669839128851890563964843750
33,43,23,3,"(43, 23, 3)",r:43_c:23_sp:3,p_inst:0,1.0,3.79992487878959891295371775754574628081172704696655273438e-03
34,33,31,3,"(33, 31, 3)",r:33_c:31_sp:3,p_inst:0,1.0,0.010675266692731085263479151592491689370945096015930175781250
35,26,22,3,"(26, 22, 3)",r:26_c:22_sp:3,p_inst:0,1.0,1.00864475978876171780029835645109415054321289062500000000e+02
36,37,37,3,"(37, 37, 3)",r:37_c:37_sp:3,p_inst:0,1.0,8.100318426646044400740720448084175586700439453125000000000000
37,32,8,3,"(32, 8, 3)",r:32_c:8_sp:3,p_inst:0,1.0,0.21896572012133710960490873276285128667950630187988281250000
38,9,28,3,"(9, 28, 3)",r:9_c:28_sp:3,p_inst:0,1.0,0.48683177580909231529915359715232625603675842285156250000000
39,31,38,3,"(31, 38, 3)",r:31_c:38_sp:3,p_inst:0,1.0,1.07707497752231474291706447843353089410811662673950195312e-03
40,22,11,4,"(22, 11, 4)",r:22_c:11_sp:4,p_inst:0,1.0,4.28428842281554790160508217056190005678217858076095581055e-04
41,9,40,4,"(9, 40, 4)",r:9_c:40_sp:4,p_inst:0,1.0,1.0675234607167151068551902426406741142272949218750000000e+02
42,17,43,4,"(17, 43, 4)",r:17_c:43_sp:4,p_inst:0,1.0,11.51662599151436872091380791971459984779357910156250000000000
43,43,23,4,"(43, 23, 4)",r:43_c:23_sp:4,p_inst:0,1.0,29.44923977245181134776430553756654262542724609375000000000000
44,33,31,4,"(33, 31, 4)",r:33_c:31_sp:4,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
45,26,22,4,"(26, 22, 4)",r:26_c:22_sp:4,p_inst:0,1.0,8.82136160899546148406180634538031881675124168395996093750e-03
46,37,37,4,"(37, 37, 4)",r:37_c:37_sp:4,p_inst:0,1.0,4.254758756965044241837858862709254026412963867187500000000000
47,32,8,4,"(32, 8, 4)",r:32_c:8_sp:4,p_inst:0,1.0,0.85363355798545947905608954897616058588027954101562500000000
48,9,28,4,"(9, 28, 4)",r:9_c:28_sp:4,p_inst:0,1.0,0.74292858947992790330516754693235270678997039794921875000000
49,31,38,4,"(31, 38, 4)",r:31_c:38_sp:4,p_inst:0,1.0,6.292435348733566691237228951649740338325500488281250000000000
50,22,11,5,"(22, 11, 5)",r:22_c:11_sp:5,p_inst:0,1.0,0.029894372109723073294151873824375797994434833526611328125000
51,9,40,5,"(9, 40, 5)",r:9_c:40_sp:5,p_inst:0,1.0,9.5826685871140872968743096294019778724759817123413085938e-03
52,17,43,5,"(17, 43, 5)",r:17_c:43_sp:5,p_inst:0,1.0,1.654571705894023470051479307585395872592926025390625000000000
53,43,23,5,"(43, 23, 5)",r:43_c:23_sp:5,p_inst:0,1.0,4.71537067303791357364417535791289992630481719970703125000e-03
54,33,31,5,"(33, 31, 5)",r:33_c:31_sp:5,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
55,26,22,5,"(26, 22, 5)",r:26_c:22_sp:5,p_inst:0,1.0,18.01587604337305847934658231679350137710571289062500000000000
56,37,37,5,"(37, 37, 5)",r:37_c:37_sp:5,p_inst:0,1.0,0.018349215935071182259630262478822260163724422454833984375000
57,32,8,5,"(32, 8, 5)",r:32_c:8_sp:5,p_inst:0,1.0,1.04383676726417995439533115131780505180358886718750000000000
58,9,28,5,"(9, 28, 5)",r:9_c:28_sp:5,p_inst:0,1.0,0.03406368143098305323324126447914750315248966217041015625000
59,31,38,5,"(31, 38, 5)",r:31_c:38_sp:5,p_inst:0,1.0,36.22046250129699984654507716186344623565673828125000000000000
60,22,11,6,"(22, 11, 6)",r:22_c:11_sp:6,p_inst:0,1.0,47.81788162175064371695043519139289855957031250000000000000000
61,9,40,6,"(9, 40, 6)",r:9_c:40_sp:6,p_inst:0,1.0,0.01766095828735919290308764573182997992262244224548339843750
62,17,43,6,"(17, 43, 6)",r:17_c:43_sp:6,p_inst:0,1.0,2.36609296594006252689723623916506767272949218750000000000e+02
63,43,23,6,"(43, 23, 6)",r:43_c:23_sp:6,p_inst:0,1.0,52.63470609298026658962044166401028633117675781250000000000000
64,33,31,6,"(33, 31, 6)",r:33_c:31_sp:6,p_inst:0,1.0,0.024084960145618318494431520093712606467306613922119140625000
65,26,22,6,"(26, 22, 6)",r:26_c:22_sp:6,p_inst:0,1.0,3.64799714555933499927540229756939282879102393053472042084e-06
66,37,37,6,"(37, 37, 6)",r:37_c:37_sp:6,p_inst:0,1.0,4.861235621726279987342422828078269958496093750000000000000000
67,32,8,6,"(32, 8, 6)",r:32_c:8_sp:6,p_inst:0,1.0,1.52321116249397658926056919881375506520271301269531250000000
68,9,28,6,"(9, 28, 6)",r:9_c:28_sp:6,p_inst:0,1.0,9.9999999999999995474811182588625868561393872369080781937e-07
69,31,38,6,"(31, 38, 6)",r:31_c:38_sp:6,p_inst:0,1.0,4.421753598135603979812913166824728250503540039062500000000000
70,22,11,7,"(22, 11, 7)",r:22_c:11_sp:7,p_inst:0,1.0,2.393256436978432599715915785054676234722137451171875000000000
71,9,40,7,"(9, 40, 7)",r:9_c:40_sp:7,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
72,17,43,7,"(17, 43, 7)",r:17_c:43_sp:7,p_inst:0,1.0,0.268744213303623302735445577127393335103988647460937500000000
73,43,23,7,"(43, 23, 7)",r:43_c:23_sp:7,p_inst:0,1.0,0.010462375464586781692588601799798198044300079345703125000000
74,33,31,7,"(33, 31, 7)",r:33_c:31_sp:7,p_inst:0,1.0,3.29726149970756970963847720668127294629812240600585937500e-03
75,26,22,7,"(26, 22, 7)",r:26_c:22_sp:7,p_inst:0,1.0,9.55777527279874639098977695539360865950584411621093750000e-03
76,37,37,7,"(37, 37, 7)",r:37_c:37_sp:7,p_inst:0,1.0,0.015107286640973388233688545767563482513651251792907714843750
77,32,8,7,"(32, 8, 7)",r:32_c:8_sp:7,p_inst:0,1.0,1.84787179373846055518981756904395297169685363769531250000000
78,9,28,7,"(9, 28, 7)",r:9_c:28_sp:7,p_inst:0,1.0,3.3684054938086121534779326935904464335180819034576416016e-03
79,31,38,7,"(31, 38, 7)",r:31_c:38_sp:7,p_inst:0,1.0,4.015789927422311222926509799435734748840332031250000000000000
80,22,11,8,"(22, 11, 8)",r:22_c:11_sp:8,p_inst:0,1.0,0.208916404975093811247077724146947730332612991333007812500000
81,9,40,8,"(9, 40, 8)",r:9_c:40_sp:8,p_inst:0,1.0,0.34630991095804730672824689463595859706401824951171875000000
82,17,43,8,"(17, 43, 8)",r:17_c:43_sp:8,p_inst:0,1.0,3.012900474658404714745074670645408332347869873046875000000000
83,43,23,8,"(43, 23, 8)",r:43_c:23_sp:8,p_inst:0,1.0,0.025253030332838540678030980757284851279109716415405273437500
84,33,31,8,"(33, 31, 8)",r:33_c:31_sp:8,p_inst:0,1.0,1.519443812062842402710316491720732301473617553710937500000000
85,26,22,8,"(26, 22, 8)",r:26_c:22_sp:8,p_inst:0,1.0,89.58234098246011001265287632122635841369628906250000000000000
86,37,37,8,"(37, 37, 8)",r:37_c:37_sp:8,p_inst:0,1.0,0.898522503089133839360158617637353017926216125488281250000000
87,32,8,8,"(32, 8, 8)",r:32_c:8_sp:8,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
88,9,28,8,"(9, 28, 8)",r:9_c:28_sp:8,p_inst:0,1.0,4.5043613591155629363727008751538960495963692665100097656e-03
89,31,38,8,"(31, 38, 8)",r:31_c:38_sp:8,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
90,22,11,9,"(22, 11, 9)",r:22_c:11_sp:9,p_inst:0,1.0,0.026974013387913040040722023604757850989699363708496093750000
91,9,40,9,"(9, 40, 9)",r:9_c:40_sp:9,p_inst:0,1.0,4.56133395572549193985878446255810558795928955078125000000000
92,17,43,9,"(17, 43, 9)",r:17_c:43_sp:9,p_inst:0,1.0,34.45861653460202234100506757386028766632080078125000000000000
93,43,23,9,"(43, 23, 9)",r:43_c:23_sp:9,p_inst:0,1.0,2.34715819685239011960220523178577423095703125000000000000e+02
94,33,31,9,"(33, 31, 9)",r:33_c:31_sp:9,p_inst:0,1.0,0.113747993618387777114975278891506604850292205810546875000000
95,26,22,9,"(26, 22, 9)",r:26_c:22_sp:9,p_inst:0,1.0,0.154894979382259739830729472487291786819696426391601562500000
96,37,37,9,"(37, 37, 9)",r:37_c:37_sp:9,p_inst:0,1.0,0.465028900319840732269227601136662997305393218994140625000000
97,32,8,9,"(32, 8, 9)",r:32_c:8_sp:9,p_inst:0,1.0,52.4438250597515818185456737410277128219604492187500000000000
98,9,28,9,"(9, 28, 9)",r:9_c:28_sp:9,p_inst:0,1.0,1.1398854101687277307064505293965339660644531250000000000e+02
99,31,38,9,"(31, 38, 9)",r:31_c:38_sp:9,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
