well_id,r,c,sp,q
0,83,34,0,872.8579774336837
0,83,34,1,0.0
0,83,34,2,872.8579774336837
0,83,34,3,872.8579774336837
0,83,34,4,0.0
0,83,34,5,872.8579774336837
0,83,34,6,0.0
0,83,34,7,872.8579774336837
0,83,34,8,872.8579774336837
0,83,34,9,0.0
0,83,34,10,0.0
0,83,34,11,872.8579774336837
0,83,34,12,0.0
0,83,34,13,0.0
0,83,34,14,872.8579774336837
0,83,34,15,0.0
0,83,34,16,0.0
0,83,34,17,872.8579774336837
0,83,34,18,0.0
0,83,34,19,872.8579774336837
0,83,34,20,872.8579774336837
0,83,34,21,0.0
0,83,34,22,0.0
0,83,34,23,0.0
0,83,34,24,0.0
0,83,34,25,0.0
0,83,34,26,0.0
0,83,34,27,0.0
0,83,34,28,0.0
0,83,34,29,0.0
0,83,34,30,872.8579774336837
0,83,34,31,0.0
0,83,34,32,0.0
0,83,34,33,0.0
0,83,34,34,872.8579774336837
0,83,34,35,872.8579774336837
0,83,34,36,0.0
0,83,34,37,0.0
0,83,34,38,872.8579774336837
0,83,34,39,0.0
0,83,34,40,0.0
0,83,34,41,0.0
0,83,34,42,0.0
0,83,34,43,872.8579774336837
0,83,34,44,0.0
0,83,34,45,0.0
0,83,34,46,0.0
0,83,34,47,872.8579774336837
0,83,34,48,872.8579774336837
0,83,34,49,872.8579774336837
0,83,34,50,872.8579774336837
0,83,34,51,872.8579774336837
