well_id,r,c,sp,q
0,22,11,0,0.01706583408148683
1,9,40,0,3.0191393915774287
2,17,43,0,3.070591948261839e-05
3,43,23,0,0.06240632954134716
4,33,31,0,55.63582082942123
5,26,22,0,382.9719205
6,37,37,0,6.771747400000001e-07
7,32,8,0,6.423857455289822e-05
8,9,28,0,0.017256530972724247
9,31,38,0,3.2896354465744015
0,22,11,1,0.9483543412658932
1,9,40,1,413.3935465
2,17,43,1,0.07029040175736448
3,43,23,1,0.03130346917707376
4,33,31,1,0.3184637388588918
5,26,22,1,95.87344700992026
6,37,37,1,9.94037251386985e-07
7,32,8,1,656.2744299999999
8,9,28,1,25.955895226769854
9,31,38,1,7.123667053690809
0,22,11,2,0.2504853880620968
1,9,40,2,0.047009531512197486
2,17,43,2,358.028706
3,43,23,2,1.7952256412187897
4,33,31,2,0.00233680706100259
5,26,22,2,4.884040803667212
6,37,37,2,0.5835649056810377
7,32,8,2,0.0034375201238819693
8,9,28,2,225.25271558640597
9,31,38,2,0.670346046503406
0,22,11,3,25.190863586057443
1,9,40,3,0.019101150316794966
2,17,43,3,450.08308800000003
3,43,23,3,749.814615
4,33,31,3,0.6081750864481723
5,26,22,3,8.759452451817012
6,37,37,3,2.443633118188899
7,32,8,3,8.714753629626594
8,9,28,3,0.003227122619307737
9,31,38,3,0.426593222429943
0,22,11,4,0.00878028583460726
1,9,40,4,2.152249579220402
2,17,43,4,320.22729
3,43,23,4,708.50062
4,33,31,4,599.047975
5,26,22,4,26.055381818756977
6,37,37,4,112.14352319100188
7,32,8,4,0.024142796566931527
8,9,28,4,0.25851495016790593
9,31,38,4,272.1835569649264
0,22,11,5,7.805898165165912e-05
1,9,40,5,12.186884960021438
2,17,43,5,0.00012055595420631861
3,43,23,5,0.05094492321048239
4,33,31,5,0.9710868505757975
5,26,22,5,28.901871390123514
6,37,37,5,2.2682856112326517
7,32,8,5,1.0087749778911038e-05
8,9,28,5,7.951809375668711e-06
9,31,38,5,0.00019737753431676547
0,22,11,6,0.0013290322328663817
1,9,40,6,0.009463050281559297
2,17,43,6,2.0586222655983527e-05
3,43,23,6,0.008948609709508787
4,33,31,6,2.1771654861309746
5,26,22,6,7.666184157907023e-05
6,37,37,6,9.581898902340942
7,32,8,6,0.0005562014546961835
8,9,28,6,0.16557447786003887
9,31,38,6,0.5358661038479883
0,22,11,7,0.09330708351578695
1,9,40,7,0.19435927155271865
2,17,43,7,2.26296877381606e-06
3,43,23,7,0.06507472407565065
4,33,31,7,0.5420965495058756
5,26,22,7,0.06341035490188714
6,37,37,7,519.4968399999999
7,32,8,7,252.41224775137582
8,9,28,7,2.7785974300883765
9,31,38,7,0.08106171340430136
0,22,11,8,511.65778500000005
1,9,40,8,17.303613433351998
2,17,43,8,15.460951261885382
3,43,23,8,0.025408563201345363
4,33,31,8,369.2397999360414
5,26,22,8,0.05455327618678546
6,37,37,8,36.30405808840703
7,32,8,8,0.00011859888838049253
8,9,28,8,0.18423965082536148
9,31,38,8,0.36217504737132944
0,22,11,9,156.21281402691534
1,9,40,9,0.33211570829637355
2,17,43,9,360.4620598373573
3,43,23,9,4.217775038062815
4,33,31,9,111.20258893374456
5,26,22,9,3.7054862431833794e-05
6,37,37,9,3.1697439188562218
7,32,8,9,446.26611849999995
8,9,28,9,576.61644
9,31,38,9,534.131795
