,well_1_x,well_1_y,well_2_x,well_2_y,Xc
0,-12.430847189670502,2.2732740239353006,-3.4180096590249462,-20.579462283160087,-40.98229038970703
1,-14.547583508802006,12.340846306329937,-35.334991126937744,-34.84207301355657,-48.663267888995954
2,14.257369518885767,-31.431252740724503,18.974545615986386,-10.794566722223706,-6.684812017260953
3,28.83337485398502,-29.707818803833973,27.856823979160623,-35.092857224942364,-1.2701499751647276
4,26.265265230940386,47.79199153443055,44.28705068937026,-29.977023785764313,-40.757808788416895
5,26.63403482656325,-3.5767614059182478,-13.355029735433,18.501882854131026,-30.534275273160315
6,-22.9502398356371,-20.02047296299,-42.5569314250755,-17.01134627183025,49.8235882837285
7,-18.63907509695014,1.5278488603913871,34.75209322484639,-3.0029060453039875,-14.054347941793544
8,-47.62497983751105,15.39168605462639,-9.558921747284543,-16.76643850174716,-38.3416485107677
9,-11.90938218755543,18.637070676850115,46.885622457876664,26.23535657829798,-9.739611725312372
10,37.643647091888994,13.598843090081878,-39.46597132232363,23.22996820222211,37.333372340201166
11,-22.80621542343162,16.67306812911218,-44.761342067283415,-46.21836294649964,8.398368256645547
12,-40.83586213450455,-38.732347677478955,-8.547084215224096,45.21819563283775,-21.268485404590876
13,17.545901696337197,-45.754655068308026,14.444529222723446,-22.21117011445053,27.36916224910641
14,-49.41695766255949,-48.810210325414026,-33.82577678183021,-8.073488755385242,-31.627981858262466
15,22.343030899687236,-22.32593242838645,25.62838561754988,-9.798880897777117,-15.546360607404793
16,6.786390820198292,-11.984264060698415,16.735336505790755,-34.906465019711895,14.739212723891796
17,-32.44249444280112,-37.93445672118276,4.046402292226702,-17.693548688699813,-16.8349766152041
18,-25.311766120133996,-39.7022925996682,39.49454677837764,-5.600238105225351,-4.72545540877838
19,12.027011722382653,45.46774948175867,-26.82803807967361,-38.017524454225125,-7.726425659867296
20,36.479343131295394,19.141701713504375,36.70219663115097,-3.250873436237889,8.441541787208038
21,38.90318286128493,-28.48494173980416,25.339248583478764,10.155888521844268,43.23304535260276
22,-32.06836776250908,25.149990644556127,40.912022539344264,-48.94348233121405,11.29253134159162
23,38.761222194172205,-46.545012400093185,-17.78625029928471,-27.424427950018405,31.79127479158801
24,23.217121102216467,-13.625256016051203,30.746883426819323,-39.23797936949871,-8.00971813672139
25,22.20592711947326,-38.45448095837121,-4.358168744752021,-26.093192450928626,0.3340138086994173
26,44.897684837160085,7.688964370999017,6.091870453668115,-14.908206238036406,-45.949113771639894
27,-30.32541027222704,-2.46572445679908,27.075719202597753,20.150178103349887,-34.02588221309514
