well_id,r,c,sp,q
0,38,35,0,1453.5539569570828
0,38,35,1,0.0
0,38,35,2,1453.5539569570828
0,38,35,3,1453.5539569570828
0,38,35,4,0.0
0,38,35,5,1453.5539569570828
0,38,35,6,1453.5539569570828
0,38,35,7,0.0
0,38,35,8,1453.5539569570828
0,38,35,9,1453.5539569570828
0,38,35,10,1453.5539569570828
0,38,35,11,0.0
0,38,35,12,1453.5539569570828
0,38,35,13,0.0
0,38,35,14,0.0
0,38,35,15,1453.5539569570828
0,38,35,16,0.0
0,38,35,17,0.0
0,38,35,18,1453.5539569570828
0,38,35,19,0.0
0,38,35,20,0.0
0,38,35,21,0.0
0,38,35,22,1453.5539569570828
0,38,35,23,1453.5539569570828
0,38,35,24,0.0
0,38,35,25,0.0
0,38,35,26,0.0
0,38,35,27,0.0
0,38,35,28,0.0
0,38,35,29,1453.5539569570828
0,38,35,30,0.0
0,38,35,31,1453.5539569570828
0,38,35,32,0.0
0,38,35,33,0.0
0,38,35,34,1453.5539569570828
0,38,35,35,0.0
0,38,35,36,0.0
0,38,35,37,1453.5539569570828
0,38,35,38,1453.5539569570828
0,38,35,39,0.0
0,38,35,40,1453.5539569570828
0,38,35,41,0.0
0,38,35,42,1453.5539569570828
0,38,35,43,1453.5539569570828
0,38,35,44,1453.5539569570828
0,38,35,45,1453.5539569570828
0,38,35,46,1453.5539569570828
0,38,35,47,0.0
0,38,35,48,1453.5539569570828
0,38,35,49,0.0
0,38,35,50,0.0
0,38,35,51,0.0
1,79,43,0,0.0
1,79,43,1,1069.093512306075
1,79,43,2,1069.093512306075
1,79,43,3,1069.093512306075
1,79,43,4,0.0
1,79,43,5,0.0
1,79,43,6,1069.093512306075
1,79,43,7,0.0
1,79,43,8,0.0
1,79,43,9,1069.093512306075
1,79,43,10,0.0
1,79,43,11,1069.093512306075
1,79,43,12,1069.093512306075
1,79,43,13,1069.093512306075
1,79,43,14,0.0
1,79,43,15,0.0
1,79,43,16,1069.093512306075
1,79,43,17,1069.093512306075
1,79,43,18,1069.093512306075
1,79,43,19,0.0
1,79,43,20,1069.093512306075
1,79,43,21,0.0
1,79,43,22,1069.093512306075
1,79,43,23,1069.093512306075
1,79,43,24,0.0
1,79,43,25,0.0
1,79,43,26,1069.093512306075
1,79,43,27,0.0
1,79,43,28,0.0
1,79,43,29,1069.093512306075
1,79,43,30,1069.093512306075
1,79,43,31,0.0
1,79,43,32,0.0
1,79,43,33,0.0
1,79,43,34,1069.093512306075
1,79,43,35,0.0
1,79,43,36,0.0
1,79,43,37,0.0
1,79,43,38,1069.093512306075
1,79,43,39,0.0
1,79,43,40,1069.093512306075
1,79,43,41,0.0
1,79,43,42,0.0
1,79,43,43,1069.093512306075
1,79,43,44,1069.093512306075
1,79,43,45,1069.093512306075
1,79,43,46,1069.093512306075
1,79,43,47,0.0
1,79,43,48,0.0
1,79,43,49,0.0
1,79,43,50,0.0
1,79,43,51,0.0
2,62,33,0,2337.474563670684
2,62,33,1,0.0
2,62,33,2,2337.474563670684
2,62,33,3,2337.474563670684
2,62,33,4,2337.474563670684
2,62,33,5,0.0
2,62,33,6,2337.474563670684
2,62,33,7,0.0
2,62,33,8,0.0
2,62,33,9,2337.474563670684
2,62,33,10,2337.474563670684
2,62,33,11,2337.474563670684
2,62,33,12,2337.474563670684
2,62,33,13,0.0
2,62,33,14,2337.474563670684
2,62,33,15,2337.474563670684
2,62,33,16,0.0
2,62,33,17,2337.474563670684
2,62,33,18,0.0
2,62,33,19,0.0
2,62,33,20,0.0
2,62,33,21,0.0
2,62,33,22,0.0
2,62,33,23,0.0
2,62,33,24,2337.474563670684
2,62,33,25,0.0
2,62,33,26,2337.474563670684
2,62,33,27,2337.474563670684
2,62,33,28,2337.474563670684
2,62,33,29,0.0
2,62,33,30,0.0
2,62,33,31,0.0
2,62,33,32,0.0
2,62,33,33,2337.474563670684
2,62,33,34,2337.474563670684
2,62,33,35,0.0
2,62,33,36,2337.474563670684
2,62,33,37,0.0
2,62,33,38,2337.474563670684
2,62,33,39,2337.474563670684
2,62,33,40,0.0
2,62,33,41,2337.474563670684
2,62,33,42,2337.474563670684
