SP,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,76.67593152837337,579.3398121047111,281.19650327478115,0.8463001535499113,22.77330250429855,1472.5621884373907,406.0447137638874,424.138019463451,61.78300550053879,145.50303961961336,361.7212712922826,115.47944982778166,102.10697027357573,754.3183013089518,129.06441778200454,0.0320953851463023,117.88496164629366,156.78744793948522,84.75758794947774,132.160932766404
1,50.10631653354893,324.11732570501687,191.04695615834615,65.42566032213188,18.617171678118282,440.04101819828827,411.0325057338873,144.1567616789519,10.831413888595167,116.19246903416195,159.6477448437095,67.00874161297183,39.08596697063685,390.35628426046117,204.7960471749128,80.47874230895202,119.52150579965979,136.6655122402274,62.43399928831195,94.04029533972871
2,38.39159874570718,244.64857629495899,167.36744845574052,4.064507991849658,3.108814279570725,52.48612980711029,367.31002519297164,38.98018501273611,38.462951473303335,88.95708532824527,81.41078243463834,22.895483620084164,22.407592517704124,21.493702651472134,156.73233737805748,0.10578528296650212,137.86442733579338,209.6650896255544,79.29904942437116,47.95045236535713
3,87.97052636933121,31.03513701350257,119.42879510640508,23.364241136473943,35.676808545987704,205.03051269837863,272.2790166228856,7.281171764326715,112.19147365772517,79.1615991872487,3.4690455017016792,24.466754113936602,19.015917603143023,24.56975836340629,33.85833035434323,16.28633103742206,111.99488351354572,158.1375434590958,70.71609490069733,35.795300705734434
4,32.45301039511668,3.5669090307630604,58.54786087586889,29.071748869850943,12.839624745999458,96.2276446945752,206.92234411496767,3.4831733092781865,103.0661094091117,33.46933119629813,23.719256164813128,6.405447949396047,22.779392260940096,10.819879931475562,90.70836268083539,28.72752874437111,42.964558392568236,38.355686964319176,12.019842310009574,0.22515007536552722
5,54.49073935024324,2.116188757982896,34.09575841024594,38.45940249446829,36.57021628434193,78.10112509063427,203.58219588028663,25.414754258249825,56.42053572519523,36.854794313879495,14.367141152639887,12.220030654480654,24.81907319276674,48.98180115881094,16.987926256171168,15.322348089587456,29.250089189220112,49.24995591006397,91.80017400107559,0.20340989546865795
6,51.84036261621012,28.316240756978857,57.85728122994008,46.58989054207698,1.2382007710243472,42.88033119135392,0.6100636822824532,18.872120227845596,115.70939426990233,15.569235007591587,8.786325844424871,11.517309484947997,16.829240243250123,26.14409101382588,111.94473879345773,17.497781155275224,78.98065388048862,98.73917665676883,24.595162869980577,33.47850309345065
7,21.888216703119063,34.26942967001152,9.88421815096521,53.12401209566752,13.952707532121936,46.11808456244078,859.5246598059041,4.2728534121637365,48.94100331169356,0.5582560864088234,9.008915038397399,16.167923240363272,5.931452060771205,37.957325215128705,95.44473043307805,36.75477698835599,24.790205945205148,33.113913528593564,43.365565704970685,34.49101627457669
8,56.32971196235068,18.309942486074487,10.695916301805129,2.9127284930933306,28.80241054871677,33.15841581917327,42.00378956403179,19.7586324451026,41.41238536569125,3.77118551797962,3.6419845916956177,10.215058779496049,10.437634522561407,5.727895468188073,102.70135383696126,39.432919604394115,36.56289555747341,178.4256887684616,34.24673402189564,13.266746142853203
9,3.2887484151669475,35.102905043917254,1.3600815165867501,26.362118928560562,33.81576308371114,66.00755490275789,29.477771548067768,0.735216013904525,8.710045072913118,6.157827088551681,7.022860741813209,3.8778866500488514,0.43319349544974356,52.30268408868561,61.44742064169714,24.59076154107757,18.245215488170818,21.769023526549276,16.629104327711286,21.172080455519023
10,83.16458246820706,32.393432205527276,69.11536960784072,7.0140816859219495,10.409434892497421,29.126176788378427,33.152606459704984,15.594273884206741,36.690773783004694,2.9397051739521616,8.854744793474667,1.635533958517435,8.712802287987582,40.86136375071961,71.9570156803907,11.27694366214543,29.197328228704787,117.33715785032467,8.032622956227076,3.2800679281151397
11,61.68049589577612,47.097363263419126,69.75641140995207,54.75463198327672,2.9032592232116983,144.26748020926726,133.64599606098804,1.08450221826122,103.62820210079775,2.0366286371046822,0.664109869209,2.9290645816111884,1.231101408083214,16.770587274952142,102.28072397875972,47.19013667587518,21.875738399050096,160.23812353523792,43.183412103564656,24.162727587613425
12,81.0685696363612,23.762149412679598,70.2048583661643,12.754234399327792,7.3941932054060935,60.457965160304305,165.77405632647486,10.373316189065486,75.32195722523934,8.135903966508762,3.3328187571168377,0.04885228319697383,4.085826091845201,16.61346038504476,80.63328095283563,18.570478715675065,84.21597307316583,36.58255014794567,11.715556598137672,22.746226349737118
13,38.30649948169201,43.39037664420695,65.83530384637417,41.361438199234605,40.91433349453793,62.77186292119212,31.97314728526926,0.09405444179814135,53.02437005325213,6.608172686713125,3.048923637503941,0.7381932455027119,4.417522795711336,30.930307451862067,43.595150652221065,12.934877085321963,37.98652508451782,20.22651362807492,83.04918297368286,25.108869282946632
14,58.940882319644544,23.159821855049422,62.43469067308388,44.32948486316802,22.11597386809654,52.30133545081533,78.99710296547744,1.7361219158001162,98.09666777533818,1.079665813178128,4.154726981186862,4.824588123249374,6.937901229602803,11.773662298016905,70.97390593630217,12.005025209574109,23.557392627256757,41.26396344057159,5.155234279744214,15.067163274809518
15,12.2875148243041,19.557094186671826,26.34393824767636,36.64396882344044,21.631851245798977,97.54841461850626,51.19197548613723,11.058007416593949,66.53720521843637,1.338197144398167,1.459247334941227,5.296922338996294,4.979897694712967,10.615769245578198,55.61759271172175,19.373080311757267,77.75009188483656,118.77087693213296,72.73307460110937,15.741902442167785
