SP,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,82.23920721373877,379.4909316193632,118.71490455031346,159.20863899550545,608.69463491211,15.601938254762109,269.2400676590955,9.848352986863127,20.19555247826038,21.723684311195075,24.39837255121702,25.43859215339624,3.4197382387872706,3.1096554670348926,598.0922942625801,2.2984860426496727,26.60476914957888,9.146170906282547,10.001416010220218,5.955963482846949,4.207570362695694,3.947213382502344,134.52589572385216,5.257359418815841,480.9693555742394,159.04903813897093,16.01890885354747,1397.6302906617889,12.220904270806306,66.57702647914547,1282.104201440738,230.11687268257984,302.9647747644802,5.366383342943743,19.282118908470665,738.1528644058745,22.69337261544291,433.50877052085764,4.967564370107011,98.17679870549141
1,21.346126199670024,263.5346693411915,69.03848451776088,106.28322888756757,0.8300259364344228,2.0076237091576616,171.89403601434196,32.97977351478031,17.832323117661463,1.289759122044191,10.036439587315073,25.137243341635735,3.692817070353812,2.133064181293972,9.80004414390853,5.07916121077142,23.1003431143052,3.430845184027992,3.071793231236796,10.6189193927704,10.862599896859239,2.764235144249193,64.37933764555892,19.81342518642402,302.2947571449384,140.3489863994964,13.416369660815556,119.16548680837818,0.1452074883233954,7.981578544328854,1.677204217327754,33.62755059363981,66.77642535862063,13.56683365262299,2.949880559921013,4.672198365381117,11.721869750843418,109.92268952959138,9.339063344475232,46.095014399248576
2,21.430664296199936,32.205868928152086,13.877545119653437,5.07072516075948,7.056388528184476,6.3552744507308345,84.18762328079144,35.54543368310088,24.061832916013554,22.820104094992814,23.32555585804735,24.84446241439182,0.4186039507315749,3.1069964022143526,24.236374637413963,7.527536920343276,18.652066284847045,16.476123621381436,8.434690925949312,0.8570969592223201,8.050118069303652,10.199944278959663,2.0306208978885154,25.526171092794936,88.92814712403344,74.83974162179676,0.10057721579771335,64.17693681524051,6.4848016348588535,24.02662637105827,23.247971102114334,11.164767722077215,67.18904789554858,8.848875860907308,1.0068334904126992,0.6093346279688465,5.9560861652508335,6.357505362196077,9.456729374890747,24.95624461175793
3,46.69345867141693,12.909639537538572,1.9241160031910023,17.999755274874435,4.121847525319376,1.3457898833030062,62.552488981144876,16.314337837487827,17.059202215624836,19.223959148028346,7.30153774398064,3.43684728370085,3.272731893894931,1.6571178954360417,5.369682952806439,10.673200650559329,7.9761103417257875,7.9025524823508935,0.3222836318713706,0.7407145311698135,0.4237457157368879,10.901158056436882,23.583369589923674,21.278354987518853,29.536824200691548,42.597167318542404,13.609294725308544,6.063003757229719,22.608769400878018,43.20063167639845,5.282093318031491,0.8249496778267643,40.519789597775436,9.622085158895512,2.908404362035067,9.2337971988392,2.8780906541660207,14.037623241926388,2.8688553960451517,20.70452847316043
4,4.789382207535581,46.63084167356421,24.022606060670512,9.162810824021538,0.893423272185597,2.9995421021424384,13.761911708973392,33.51901223975528,22.225024851680857,22.508978341173854,0.2499743298251184,10.008611888729638,2.1157865087699017,2.2289701231093093,3.745642286202587,3.6775637852168077,7.339593758509723,18.372192088722603,2.8508882277451413,7.203483099260245,2.918574315461574,6.071348529403458,5.398238998436777,14.486653566239871,17.27968919187638,31.01112064706217,6.646697892997517,14.973975758638096,13.809873894518386,13.450176345500074,1.0318347028848245,3.4144814583552323,13.737664082743976,10.113474361167693,3.860312259779356,4.295973794094155,3.7114843830618645,11.506409299018495,5.543210512455361,19.898258988084066
5,2.28454833660766,42.83176862739687,11.143483976310673,19.60887020993143,1.1615054780189624,12.19200946978974,80.18479352355948,17.380034390055766,15.641899954225407,6.0662036603033,17.73177223772738,24.012743083615018,5.922481562052613,0.6014754144219328,2.0717405336210244,5.5391157587185065,23.216122878087212,14.560981688112289,7.86840679837083,0.05251527238860332,1.0021886575373085,11.369228853812512,63.63538334834016,6.86385652216382,0.945228231442002,70.64722802367508,9.726878909825963,8.164183738909047,6.823816074715346,27.271345715500512,1.713799184735494,1.8176666307510667,43.90056033267456,6.275977663065399,2.0316441729138135,1.1773319530335502,3.627620072350963,6.4651993563649786,5.1993143445228185,15.872584263101734
6,16.97829550287421,25.71288917680227,11.425256903709252,18.417786887804937,4.367851505272242,7.469332903573639,14.565864852325092,9.441494390362651,31.735232783842232,1.0763726459946568,8.474365953330565,16.164799272589274,2.7278851430581987,4.540888170275168,4.31573986548897,6.809366875117199,0.5264296905557881,15.410356890200726,4.009471439962852,6.014921328794039,5.1999739448289635,12.738402095764487,27.73648708107334,20.25204491638049,52.40222590514888,10.469366574433867,0.979320603415403,2.5611727714565053,6.02214947578561,17.621146417586964,1.316899981447785,3.1526958698654406,25.060973378577625,4.220571974336368,2.4403162948730537,8.220955580013506,2.3734190986449035,8.233218667886856,9.104564716123381,9.06161502776587
7,30.943630749897938,0.30022993500952316,9.34293418406229,3.9171589802876925,2.0969085007203714,0.9341014152267779,44.03608224432559,20.94132124188982,8.129020519415985,24.38703113586065,2.713593239661127,22.431758809674395,2.5939058044328003,4.624400614317268,4.5319173178563705,3.3653600214664476,19.112863756007073,8.882097580202807,1.7314031528674685,4.723663122316139,9.77616740397727,3.1878833001837497,56.62399014547453,7.935672561707377,40.209605281674285,13.459799151989468,10.659128669530162,17.2142345384179,9.595955227639958,38.44127358715152,5.446731239728929,1.5325096259290856,4.234619086612515,2.2384052886812236,2.212953324139766,2.7856545494331675,2.4372704616558445,7.032367998985484,6.0176194790390705,6.325757756734551
8,6.356099762664028,21.310747608859675,10.910778700771965,0.8073856463340129,4.406862106286773,8.997645797306577,51.84900520496699,4.910751366388838,25.05654174104276,14.60195595591546,20.791693063598935,0.6231378574320283,2.1916868623108168,4.697919481209885,3.3284054769354015,2.771160839217669,21.38877826722484,16.759265659848673,10.23359345070798,3.0957399809817274,8.205156957708034,5.9618592511625765,37.300194122061725,22.574354088901746,4.64494611673032,19.848594183638117,1.3902852943684105,16.079995562398853,18.7748743346719,5.164292988457817,0.4631890415486953,0.08342676584331048,5.898146010176411,1.4902502057113305,5.317490888411431,6.35886551213284,1.323015001224189,1.6835883948130048,2.7945911516208426,5.420485814383394
9,17.239755271982386,0.011949488616820204,2.7215839273409683,12.999697970847935,7.004252771821401,4.837576736267661,32.508341283201545,22.0482121299055,32.7828160003366,1.4094411754489387,0.36493513107603487,18.57036666146653,1.1426623246561256,2.0215967665919243,2.7841864728759766,3.222001676894789,15.73001337048148,7.845290545157073,3.8198774188656537,8.382948125034732,8.060537133926166,7.522441109255115,43.819178477015555,22.061729493368492,4.309424268257615,41.666880673613235,6.234716522535136,2.9118794933609076,26.11627641962404,34.137527738389764,1.3166986947265218,0.620397243964581,2.7028285004417265,2.0891031562369595,2.073838238526832,1.844084005148745,1.7692381500322378,3.585343480120589,5.290749871400779,6.107300368875919
10,1.0136899724459953,23.244646475123492,3.1698311303882427,10.003813285246435,2.7057944968025067,6.9191630928481755,35.85119202830261,20.383320379745683,2.350840713603704,12.679992289574828,13.085888824514774,6.070629755722416,4.3327337931772165,1.2382441559282114,4.758108250035201,2.1511578637931343,10.038492976962655,2.488203484335899,8.990645965239505,5.882991608822096,4.991306896923277,1.8337928788896094,44.73159597110318,5.674122255738544,12.811499760998304,29.91810149892589,6.583339704934059,13.680121102611377,23.860042258804985,7.351102831610527,1.874486031279388,0.3844395533039184,3.234011671666845,2.697947140697502,0.4169454331891803,5.0612514154703,4.456400329879103,6.898609908795105,4.823942846547225,4.653053259461712
11,22.067860532944845,21.21108408975989,12.85313703049795,4.420111136426631,1.3997026483318133,0.6251948435204534,39.87931345451562,6.548111436061104,3.079746236893495,2.5486270265300384,19.675936765905362,18.56816649531616,3.6251424468947655,2.2574746350185153,1.0603133614417635,6.761377286133202,15.067413942295683,12.415386127582167,2.3535438589675173,1.234171177619766,0.552207912291653,1.6818491026759157,41.41867196297127,14.604411147264758,1.7262221556820985,5.704745106533834,0.4002574008463219,1.8994887645091423,24.22232732602384,11.602743530426613,3.907242984685443,1.0946314587566124,1.3206232652394112,0.5984239789077215,1.5904762095265903,2.193858649932575,3.4343734808795974,5.9071946701596145,1.065605060416795,2.3211584561135976
