well_id,r,c,sp,q
0,22,11,0,5.070877946260428
1,9,40,0,258.3367015354098
2,17,43,0,0.04467109240014032
3,43,23,0,0.6893611715173317
4,33,31,0,3.773574200666186
5,26,22,0,3.1782706585348732
6,37,37,0,2.7848369580601138
7,32,8,0,0.553466988526724
8,9,28,0,5.842537582700799
9,31,38,0,0.057814106170212494
0,22,11,1,0.001600699965115314
1,9,40,1,1.5962157642889616
2,17,43,1,0.6843064811054037
3,43,23,1,284.0939980704845
4,33,31,1,19.225176991855353
5,26,22,1,0.7079777966394935
6,37,37,1,30.76630437986652
7,32,8,1,3.676115310326337
8,9,28,1,30.822502053166698
9,31,38,1,281.59419
0,22,11,2,0.7713843940754123
1,9,40,2,2.2627208750431347
2,17,43,2,358.028706
3,43,23,2,0.14363564268744508
4,33,31,2,7.436209197971756e-05
5,26,22,2,0.7379642839119028
6,37,37,2,4.7275517678172925
7,32,8,2,0.000211409265114833
8,9,28,2,0.0025663741749803147
9,31,38,2,0.017797881968675582
0,22,11,3,50.2431372389835
1,9,40,3,0.46338029259008445
2,17,43,3,450.08308800000003
3,43,23,3,0.899497215440007
4,33,31,3,4.358165779770398
5,26,22,3,1.0184403090387277
6,37,37,3,6.744827781914781e-05
7,32,8,3,2.777400912555859
8,9,28,3,538.552405
9,31,38,3,0.2206140830612336
0,22,11,4,4.110603019260915
1,9,40,4,0.0739482280161124
2,17,43,4,0.19267027702150327
3,43,23,4,708.50062
4,33,31,4,38.34081099863737
5,26,22,4,5.059996809831507
6,37,37,4,0.04741867295092155
7,32,8,4,671.835535
8,9,28,4,511.06131
9,31,38,4,0.17920840513736422
0,22,11,5,21.375388452113356
1,9,40,5,4.393672423497524
2,17,43,5,5.5178755865590965
3,43,23,5,161.6037932808823
4,33,31,5,1.0943901036338746
5,26,22,5,2.7273288757945537
6,37,37,5,77.38243701246512
7,32,8,5,0.00012329778541008226
8,9,28,5,181.7849344160395
9,31,38,5,13.777184076707236
0,22,11,6,0.09133148449527818
1,9,40,6,150.5396442376897
2,17,43,6,2.0700264511300652
3,43,23,6,61.92332386565119
4,33,31,6,30.04865910531833
5,26,22,6,0.14549670634137113
6,37,37,6,83.62021477551643
7,32,8,6,8.20293954174937
8,9,28,6,0.08980068831611288
9,31,38,6,0.0029152984463605824
0,22,11,7,0.001647922311948149
1,9,40,7,337.874454
2,17,43,7,3.5744072560899696
3,43,23,7,0.10853338861249459
4,33,31,7,16.09221550682496
5,26,22,7,60.60150381531698
6,37,37,7,0.017314172934280586
7,32,8,7,0.02558308731292918
8,9,28,7,0.00040025822959051724
9,31,38,7,351.69017551237835
0,22,11,8,0.09283508874628804
1,9,40,8,447.4060325
2,17,43,8,2.5244293528689217
3,43,23,8,0.04707300573362074
4,33,31,8,1.0390606603467896
5,26,22,8,0.01969956089608045
6,37,37,8,0.48351998984647054
7,32,8,8,4.292250146473891
8,9,28,8,0.0005507279085605396
9,31,38,8,0.30012009759542085
0,22,11,9,3.173802090691524e-05
1,9,40,9,16.29596020324955
2,17,43,9,0.005718509062046008
3,43,23,9,0.015682068087003412
4,33,31,9,2.0573024342706407
5,26,22,9,23.990728017719587
6,37,37,9,0.06270611950346248
7,32,8,9,0.0488273299516295
8,9,28,9,0.11884081233158142
9,31,38,9,0.1747125940496221
