,well_1_x,well_1_y,well_1_q,well_2_x,well_2_y,well_2_q,xc
0,19.6861907470078,26.4146379258858,20.565510776069576,-49.01461096201316,-14.981827488843116,62.22528612041589,-36.390030572938414
1,-18.716574107216033,-41.57100032879263,39.34254977644436,16.797700668680363,-29.527982722123735,50.371535259941275,-5.957567213444705
2,-16.413054472182253,28.453218446007142,26.340548649994457,-23.52030635810213,11.155238415693844,51.36832225445015,-38.58587144044958
3,-10.905456878106023,4.714542365121275,55.529235956352615,4.020347463072525,37.552760452271826,29.33562903295284,-8.27999130607028
4,-29.84436643003241,15.44176194045771,33.504806778609385,-43.978813415906124,9.122557541721662,46.95395295393965,41.000610983718104
5,-48.43807822922487,39.204284331336694,7.785944087237194,32.429283908751614,-37.87570772124691,30.885423851475075,-25.974107642164146
6,25.218695638760025,42.69206678026292,57.369667093891216,21.78776415635558,13.438067303406129,43.042601487309575,-31.076608828028217
7,38.474191741089,-37.287429410521234,42.81686221730521,44.170695769253115,-45.83959220238849,28.925484701296075,9.04329689098521
8,43.45153400916409,46.7166622998929,44.01124617340034,32.14287713613052,28.48889577105909,55.34970510861102,-44.251008826878625
9,-15.664914854408096,-11.690104042603913,12.613352185119115,6.123704670270989,-33.69015496225737,11.142842402439976,-31.513380304087313
10,10.65454700692009,-45.567335662217204,35.673640789847255,-31.441702002916085,17.46345420019152,15.514161651635236,13.567608540045597
11,-5.261683827140729,-40.757292496152296,42.94356155849876,21.355826440007135,40.273651849353826,25.841492870931685,-43.445947716705724
12,-33.84712805332417,48.78599601035032,32.91674383625514,46.13131440574783,-16.671242010429523,29.403964123656845,-3.718549678058892
13,13.280573649483642,38.45384295547531,42.7785255700896,-45.448080220029595,-46.24039212128839,37.62082640431503,9.655754340123401
14,28.52898610870467,-45.69073772598625,54.995993269008345,-2.1615777398057645,-31.994919157267244,51.99478672497003,40.28153537448591
15,-32.81853536644864,-46.63587154771866,29.032212435738916,-16.941129113864903,-45.83394974876187,17.90089259076048,46.05514060587123
16,-36.634995431855174,-27.748256584632923,14.371784038912274,-34.08493080234501,-6.226154810406811,25.91301212709749,13.60505364877367
17,49.968110214147515,-38.30318506940045,31.896502024176165,43.83344122028346,17.578491694517496,43.21389080596268,44.1679214266146
18,11.75031742996432,-14.115013576172643,35.16594850939702,7.019427048092076,47.65331756252439,48.557649599242644,-23.575822227289077
19,-24.288798830033276,-43.79673231660305,15.885818176910732,20.171169438214918,39.735015128254204,18.186442722296615,38.868939570662945
20,-22.279009367088854,37.94205532852156,51.35535379880142,37.74136822380926,-9.588835136195442,19.234407901901548,-43.77668828889958
21,22.366550353659875,49.938619574230316,53.08234668873516,23.075068043375055,-46.55818910145789,37.93986601952865,1.816290994707991
22,-33.45258879517752,-40.35353278298022,21.01224229498962,4.683758456002792,-14.286414351950974,55.728855731704584,13.086058154660648
23,-1.8760157300480529,13.912538626117211,46.524093375139906,40.0140350433454,-26.10938958305621,53.3428524569041,11.466926975073058
24,17.210526626948933,-26.97083143615686,40.66975131656423,-16.820041494827144,11.78085559455586,28.912221837862482,-38.984608665939234
25,18.30301835591193,-13.478711568676857,56.33192687421063,25.071596235642403,9.420495336054735,19.671856725805792,0.8038964070524273
26,13.006211628412458,12.881333715147747,49.17886921733627,-36.02441815850624,-4.387434670007906,31.20195045068184,-4.524944507870487
27,13.366125414396649,-14.910491860428401,57.26183025534947,-9.662490710639005,-14.913457532651883,19.92199933655148,20.750645292901027
28,19.148598948261863,-14.870974803818704,36.89320674199135,-8.356737140945036,27.53889253906327,17.705960351401398,15.534831433978297
29,-26.353881543080337,35.66887660493656,10.185304914995973,19.306000032341217,-4.273593586288648,39.005494568089375,-16.52663159878137
30,48.235670222834585,-14.026982776423367,13.988982418071389,-40.90450232366092,39.42171707318161,21.263770426646033,-25.322548293760505
31,-1.2478151064951675,-23.677681186868394,6.877372663020898,33.08177988142823,-30.936480838727544,44.03721603453232,-45.628345617867296
32,-11.625053279178353,-8.352700994857983,52.88703507796729,28.88546718169019,-6.654425115870524,53.05701087659997,-6.884908511754517
33,-24.676277776778978,43.385362058682574,13.786229808139455,10.189073202472578,23.197562506840868,14.966281464983494,-47.57840578670318
34,-40.0887644879679,9.955393489234929,62.26088959688534,-40.2128101794776,-27.76429668382364,21.464877606466487,9.381256153849712
35,-13.224299078216518,-46.877453851150776,14.183955403890687,-15.167841145452542,41.9954195473247,44.5008547023195,29.76490616622567
36,29.372346983542812,27.484053304007688,28.903110053755338,37.348434771664046,-6.085620452533838,34.63606656608586,-47.721849734827295
37,-23.64775160654927,-1.5930718830197819,34.43296879346266,29.150689548085964,38.58186535299984,27.265327267163066,-10.394495819840586
38,-36.97776113087279,36.233880891400986,38.10072464463356,8.335752681817944,-37.47192745257198,47.74997975147432,28.6634683098829
39,27.203937602876366,-30.937822090997624,9.424136857365198,-8.308875684864013,-16.9248513797574,52.086790412173706,-45.343835006889464
40,-37.05165404267184,-3.350551133201371,41.070982397521135,9.079556617816046,-44.575443591192794,49.558045157956414,2.4041923486758066
41,-48.42234068602649,46.62715584908675,32.56043394173693,23.953954049744738,39.182199862946305,30.089680872163,-9.368809815063294
42,-7.923637503788505,-14.495663297936481,31.22947796454259,-19.633493747024243,24.892149283642,41.09625674812479,-29.922776345751256
43,-20.349331244531456,-3.0871371893053805,12.266107568999853,-44.551791377281546,-24.434148503729002,56.50318601329746,22.988255159303932
44,-2.687869659128914,46.515067080341026,32.996337782642414,43.16392768290601,35.9142542325969,36.60300956558467,-2.192834573069426
45,26.46161259360838,17.128873925011362,42.87393195714111,14.91659325729357,15.31977342262546,52.6317662835394,33.907843626357504
46,-1.2096286208862637,-39.805882633460264,60.76602200703233,37.981526326208154,22.998716621957726,33.151667874772215,42.729089890246755
47,31.73494414684579,20.81097354246853,35.19531571042869,46.6613567285421,-33.59551817926825,31.92253523266169,-15.387006290365001
48,-10.14649487726409,-10.692938388980231,58.674895834813825,-10.927185030763113,-40.6242470366049,19.235367610145584,-0.6784277066977822
49,25.79067610273458,45.48443095627283,23.308254328215742,-12.764007320044769,13.836875409789094,23.951083911094443,-40.39822122715076
50,30.821527273538464,8.493507897915833,42.8582941605251,-39.14084171268413,22.721292234240934,20.215399873517406,-45.30278124237378
51,-27.988919525820954,38.235751198773514,20.938758602833914,20.855708629188328,-49.13210091623088,63.45175753122294,-7.094995061836961
52,-13.27417649653649,38.123329763208005,8.286012995663258,20.243086192493436,-5.958983347333756,25.794328424717403,23.866017423565893
53,33.946797271462984,-1.6758448409594138,23.34151558754037,45.20861442465832,-8.619469180620435,48.448059415749476,44.912922178062374
54,1.5703962886820833,-16.096445039776256,29.89653485914832,23.30665392845313,-46.15542619513726,61.071705580245116,-24.263599890237863
55,49.089633981847726,-41.91459673959452,47.05777300474576,-10.292987084211916,2.0400643801333302,42.67723116537883,-42.942627119386714
56,-21.47662500586337,44.09740344118248,31.308036486858146,29.011166661900845,10.786995055236382,38.79850437382124,-41.315024009985805
57,-14.940681913417976,24.257786519867935,36.44457021662254,48.923200944545414,-32.938530128912426,25.289418097156513,-2.529204612519301
58,15.896718140583772,-41.699911496873185,57.16338371296044,1.52560436928254,-40.445509926773006,45.20592082913505,-46.450939774720226
59,34.57986095300552,0.7111033836263019,20.463950853671562,22.684863430153797,-14.732601692545764,60.4956675433108,-4.966187832149593
60,-43.66200907502251,20.81920367894648,57.48716686656571,4.632208967079002,-38.790439199375626,26.358307087201506,-39.861291133362386
61,3.5000718357948912,19.89289812278092,41.70838581662982,5.043907215816887,31.734404008436428,51.36759502581982,14.009966622073932
62,-18.944626439581413,-31.24056538927026,9.169445549966863,2.767287528611007,24.81436450840991,61.93279254734854,17.32726394681285
63,41.61870163011548,8.022885493714462,20.66748820768622,-6.049523385192032,10.83501158232059,53.29809891489463,44.090646522104734
64,-11.849821060404345,44.409888866114414,42.47377358088497,43.3732544740069,-13.047462326539197,50.68998418791925,-5.0571210326674745
65,46.856318860669674,-31.356080853118474,7.429276844917932,-41.94861295747384,6.172177240059774,46.490173787810726,-29.831112442133765
66,20.502742400936853,-14.370791604405873,8.844286913964353,42.88879494929438,10.822466222879882,63.804356919708084,-34.01306439404937
67,-21.07383768516502,-36.11782151396652,62.213991350661004,40.02282178761655,30.07128389211104,57.82099123408005,-24.864346602265485
68,45.036285545191106,-18.367961564096767,18.267416496891947,14.772582630092998,-17.24361385248958,48.93378696407578,-21.72520452655965
69,40.24585784052681,-45.435838685639474,54.71724347432431,42.313301110298994,-38.49994147158387,45.11669242228761,12.763994538409328
70,41.693285515088064,-44.927696008283405,33.878008082030604,36.26374815350181,43.84655835227875,59.209673963472625,-28.958196451165065
71,48.17976154168085,-32.51817656246702,55.75720176763076,-9.82399374153352,47.14080048658644,32.09959187552313,23.654545733596706
72,48.527460858128094,-37.35934354063567,32.452543063710195,-34.684920841309385,-5.519548103703144,31.20715293874951,29.7697541579239
73,32.575852369072436,11.087455887893583,35.145257108396756,16.671269145413447,-3.9927163058113067,44.29683683671,41.58184567206196
74,29.758403510260905,-44.54048014517156,55.630911038131174,18.003737809795567,-1.8107631571591796,28.663335343092793,5.226641437370297
75,-19.518993924101448,-13.985353571529004,18.170702037696053,-30.164895734845754,20.338475723990086,27.16565820663501,-30.85041521137837
