well_id,r,c,sp,q
0,12,21,0,0.00855555754240162
0,12,21,1,0.005655789863717678
0,12,21,2,0.013408095033934645
0,12,21,3,0.011635379416330735
0,12,21,4,0.01849535845425975
0,12,21,5,0.011691144313864026
0,12,21,6,0.01686987253948626
0,12,21,7,0.013833276019095442
0,12,21,8,0.017352984277411082
0,12,21,9,0.014807033864338136
1,23,14,0,0.01251407862616109
1,23,14,1,0.00810542320882598
1,23,14,2,0.01850549188374685
1,23,14,3,0.006212266995087754
1,23,14,4,0.008885839508873387
1,23,14,5,0.013521671198140368
1,23,14,6,0.009770717934507461
1,23,14,7,0.014638374110080024
1,23,14,8,0.011180450837080524
1,23,14,9,0.01645358006163475
2,33,9,0,0.012307045477640308
2,33,9,1,0.008321265792192523
2,33,9,2,0.01563176308930816
2,33,9,3,0.0063757912230524415
2,33,9,4,0.010426044257152114
2,33,9,5,0.012273686791407307
2,33,9,6,0.010907106366483336
2,33,9,7,0.01516901652797013
2,33,9,8,0.012746135499679276
2,33,9,9,0.016379265047466326
3,33,28,0,0.01817096253709398
3,33,28,1,0.01000967450063066
3,33,28,2,0.012896807901187742
3,33,28,3,0.016621472744465408
3,33,28,4,0.016577743609882036
3,33,28,5,0.01165685631980938
3,33,28,6,0.009829235861400325
3,33,28,7,0.015545332787808994
3,33,28,8,0.019757581698839004
3,33,28,9,0.014280100209730983
4,40,39,0,0.00677674655789135
4,40,39,1,0.01393280003456213
4,40,39,2,0.0069404483566597956
4,40,39,3,0.005865000068410377
4,40,39,4,0.010578399444057054
4,40,39,5,0.014988416903810028
4,40,39,6,0.00834892573958103
4,40,39,7,0.00896142260198788
4,40,39,8,0.01769497325110645
4,40,39,9,0.009700927801593262
5,11,26,0,0.018144883225514725
5,11,26,1,0.018192995379051176
5,11,26,2,0.010886106491734895
5,11,26,3,0.013269451266198527
5,11,26,4,0.013627115963277987
5,11,26,5,0.00688424937628802
5,11,26,6,0.011574417888986124
5,11,26,7,0.01519817525983843
5,11,26,8,0.008215449940768253
5,11,26,9,0.0113395770406707
6,18,7,0,0.005792889611619363
6,18,7,1,0.008550060483895748
6,18,7,2,0.009548470547804926
6,18,7,3,0.005159158469465206
6,18,7,4,0.00546870868658209
6,18,7,5,0.01374889762040292
6,18,7,6,0.018111809272474924
6,18,7,7,0.01285998030229667
6,18,7,8,0.011100532534723791
6,18,7,9,0.010940968954602358
7,38,20,0,0.01334866419586862
7,38,20,1,0.008447120258840287
7,38,20,2,0.006169625340587478
7,38,20,3,0.019730671950723186
7,38,20,4,0.00991036687581508
7,38,20,5,0.010704538820180357
7,38,20,6,0.01846264449579746
7,38,20,7,0.015872498852834843
7,38,20,8,0.00651977583401477
7,38,20,9,0.014822580137992751
8,39,24,0,0.006035146142739692
8,39,24,1,0.009514724297664545
8,39,24,2,0.014610300595578538
8,39,24,3,0.015230968249644535
8,39,24,4,0.017598114568455465
8,39,24,5,0.014275689559901904
8,39,24,6,0.019825147711266075
8,39,24,7,0.017965382604973597
8,39,24,8,0.019348476221533704
8,39,24,9,0.017483587955883576
9,35,43,0,0.01857254941224776
9,35,43,1,0.012859216399505335
9,35,43,2,0.007898425777017846
9,35,43,3,0.009415908566466812
9,35,43,4,0.01798310841729909
9,35,43,5,0.007181896678578596
9,35,43,6,0.016334416676060053
9,35,43,7,0.01523890758963049
9,35,43,8,0.005360747905384095
9,35,43,9,0.010503376695277813
